descuento_1,descuento_2,campo_vacio_1,producto,campo_vacio_2,campo_vacio_3,precio_sin_descuento,precio,precio_por_k,link,imagen,fecha_scrapeo
,,,Snack Choco White Gallo Snacks 20 Gr.,,,2 x $1400,$ 1.050,Agregar,Precio por 10 Gr $ 525,https://ardiaprod.vtexassets.com/arquivos/ids/341762-500-auto?v=638917483484170000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tirabuzón Favorita 500 Gr.,,,,$ 965,Agregar,Precio por 1 Kg $ 1.930,https://ardiaprod.vtexassets.com/arquivos/ids/309609-500-auto?v=638884386399170000&width=500&height=auto&aspect=true,2025-08-30
,,,"Caramelos Halls Menthol Lyptus 25,2 Gr.",,,3 x $1900,$ 930,Agregar,Precio por 1 Kg $ 37.200,https://ardiaprod.vtexassets.com/arquivos/ids/356130-500-auto?v=638907618022470000&width=500&height=auto&aspect=true,2025-08-30
,,,Marshmallow Twist Frutilla 12 Gr.,,,3x2,$ 450,Agregar,Precio por 1 Kg $ 37.500,https://ardiaprod.vtexassets.com/arquivos/ids/324573-500-auto?v=638917444228400000&width=500&height=auto&aspect=true,2025-08-30
,,,Snack Choco Black Gallo Snacks 20 Gr.,,,2 x $1400,$ 1.050,Agregar,Precio por 10 Gr $ 525,https://ardiaprod.vtexassets.com/arquivos/ids/342247-500-auto?v=638917483116070000&width=500&height=auto&aspect=true,2025-08-30
-8%,-8%,,Alfajor de Arroz Chocoarroz Marroc 22 Gr.,,,$ 1.3008%,$ 1.200,Agregar,"Precio por 10 Gr $ 590,91",https://ardiaprod.vtexassets.com/arquivos/ids/324227-500-auto?v=638786847952130000&width=500&height=auto&aspect=true,2025-08-30
-8%,-8%,,Alfajor de Arroz Blanco Chocoarroz 22 Gr.,,,$ 1.3008%,$ 1.200,Agregar,"Precio por 10 Gr $ 590,91",https://ardiaprod.vtexassets.com/arquivos/ids/324230-500-auto?v=638786848231970000&width=500&height=auto&aspect=true,2025-08-30
-8%,-8%,,Alfajor de Arroz Chocoarroz Limón 22 Gr.,,,$ 1.3008%,$ 1.200,Agregar,"Precio por 10 Gr $ 590,91",https://ardiaprod.vtexassets.com/arquivos/ids/324224-500-auto?v=638786847850100000&width=500&height=auto&aspect=true,2025-08-30
-8%,-8%,,Chocoarroz Gallo Frutilla 22 Gr.,,,$ 1.3008%,$ 1.200,Agregar,"Precio por 10 Gr $ 590,91",https://ardiaprod.vtexassets.com/arquivos/ids/326371-500-auto?v=638786849520230000&width=500&height=auto&aspect=true,2025-08-30
-5%,-5%,,Fideos Fettuccini Don Vicente Espinaca 500 Gr.,,,$ 3.7855%,$ 3.590,Agregar,Precio por 1 Kg $ 7.570,https://ardiaprod.vtexassets.com/arquivos/ids/318802-500-auto?v=638599494801000000&width=500&height=auto&aspect=true,2025-08-30
-6%,-6%,,Papas Fritas Sabor Original Pringles 104 Gr.,,,$ 5.1656%,$ 4.850,Agregar,"Precio por 1 Kg $ 49.663,46",https://ardiaprod.vtexassets.com/arquivos/ids/308216-500-auto?v=638862999573200000&width=500&height=auto&aspect=true,2025-08-30
,,,"Aceite de Girasol Dia 1,5 Lt.",,,,$ 3.700,Agregar,"Precio por 1 LT $ 2.466,67",https://ardiaprod.vtexassets.com/arquivos/ids/345553-500-auto?v=638745183727600000&width=500&height=auto&aspect=true,2025-08-30
-6%,-6%,,Papas Fritas Sabor Crema & Cebolla Pringles 109 Gr.,,,$ 5.1656%,$ 4.850,Agregar,"Precio por 1 Kg $ 47.385,32",https://ardiaprod.vtexassets.com/arquivos/ids/308293-500-auto?v=638862998936070000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Spaghetti Favorita 500 Gr.,,,,$ 965,Agregar,Precio por 1 Kg $ 1.930,https://ardiaprod.vtexassets.com/arquivos/ids/356113-500-auto?v=638907617819800000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Con Aceite De Oliva Livian 250 Gr.,,,,$ 2.300,Agregar,Precio por 1 Kg $ 9.200,https://ardiaprod.vtexassets.com/arquivos/ids/356740-500-auto?v=638917466132900000&width=500&height=auto&aspect=true,2025-08-30
,,,Polenta Prestopronta 490 Gr.,,,,$ 1.280,Agregar,"Precio por 1 Kg $ 2.612,24",https://ardiaprod.vtexassets.com/arquivos/ids/355848-500-auto?v=638903296391600000&width=500&height=auto&aspect=true,2025-08-30
-5%,-5%,,Postre Sabor Vainilla Cuarto Creciente 22 Gr.,,,$ 1.1105%,$ 1.050,Agregar,"Precio por 10 Gr $ 504,55",https://ardiaprod.vtexassets.com/arquivos/ids/307222-500-auto?v=638786810000870000&width=500&height=auto&aspect=true,2025-08-30
,,,Lomitos de Atún Al Natural DIA 354 Gr.,,,,$ 4.980,Agregar,"Precio por 1 Kg $ 14.067,80",https://ardiaprod.vtexassets.com/arquivos/ids/356075-500-auto?v=638907617428300000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina de Trigo 000 DIA 1 Kg.,,,,$ 795,Agregar,Precio por 1 Kg $ 795,https://ardiaprod.vtexassets.com/arquivos/ids/345586-500-auto?v=638745184076800000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Molinos Ala 1 Kg.,,,,$ 1.967,Agregar,Precio por 1 Kg $ 1.967,https://ardiaprod.vtexassets.com/arquivos/ids/333072-500-auto?v=638620964567170000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Clasica Papax 70 Gr.,,,,$ 1.000,Agregar,,https://ardiaprod.vtexassets.com/arquivos/ids/356599-500-auto?v=638912806647530000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Torta Chip Exqui 500 Gr.,,,,$ 4.270,Agregar,Precio por 1 Kg $ 8.540,https://ardiaprod.vtexassets.com/arquivos/ids/356605-500-auto?v=638912806716370000&width=500&height=auto&aspect=true,2025-08-30
,,,Premez Torta Hum Cho Exqu 450 Gr.,,,,$ 4.270,Agregar,"Precio por 1 Kg $ 9.488,89",https://ardiaprod.vtexassets.com/arquivos/ids/356607-500-auto?v=638912806741200000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Coleslaw Tau 310 Gr.,,,,$ 3.770,Agregar,"Precio por 1 Kg $ 12.161,29",https://ardiaprod.vtexassets.com/arquivos/ids/356595-500-auto?v=638912806600500000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Cheddar Tau 300 Gr.,,,,$ 3.930,Agregar,Precio por 1 Kg $ 13.100,https://ardiaprod.vtexassets.com/arquivos/ids/356593-500-auto?v=638912806572970000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Guacamole Tau 310 Gr.,,,,$ 4.405,Agregar,"Precio por 1 Kg $ 14.209,68",https://ardiaprod.vtexassets.com/arquivos/ids/356597-500-auto?v=638912806623670000&width=500&height=auto&aspect=true,2025-08-30
,,,"Aceite Girasol Natural 0,9 Lt.",,,,$ 3.050,Agregar,"Precio por 1 LT $ 3.388,89",https://ardiaprod.vtexassets.com/arquivos/ids/356650-500-auto?v=638914530749300000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tallarin N5 Matarazzo 500 Gr.,,,,$ 1.672,Agregar,Precio por 1 Kg $ 3.344,https://ardiaprod.vtexassets.com/arquivos/ids/308902-500-auto?v=638877773749630000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tirabuzon Don Bernabeu 500 Gr.,,,,$ 800,Agregar,Precio por 1 Kg $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/352741-500-auto?v=638863556107200000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré de Tomate La Campagnola 520 Gr.,,,,$ 1.005,Agregar,"Precio por 1 Kg $ 1.896,23",https://ardiaprod.vtexassets.com/arquivos/ids/307394-500-auto?v=638786810303800000&width=500&height=auto&aspect=true,2025-08-30
,,,"Aceite de Girasol Natura 1,5 Lt.",,,,$ 4.825,Agregar,"Precio por 1 LT $ 3.216,67",https://ardiaprod.vtexassets.com/arquivos/ids/339807-500-auto?v=638778391546900000&width=500&height=auto&aspect=true,2025-08-30
,,,Arvejas Secas Remojadas Dia 300 Gr.,,,,$ 590,Agregar,"Precio por 1 Kg $ 1.966,67",https://ardiaprod.vtexassets.com/arquivos/ids/344164-500-auto?v=638736551621770000&width=500&height=auto&aspect=true,2025-08-30
,,,"Aceite de Girasol Cocinero 1,5 Lt.",,,,$ 4.669,Agregar,"Precio por 1 LT $ 3.112,67",https://ardiaprod.vtexassets.com/arquivos/ids/339766-500-auto?v=638840609090200000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino 00000 Cuquets 1 Kg.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 1.290,https://ardiaprod.vtexassets.com/arquivos/ids/328038-500-auto?v=638786850495730000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostachol N 52 Matarazzo 500 Gr.,,,,$ 1.681,Agregar,Precio por 1 Kg $ 3.362,https://ardiaprod.vtexassets.com/arquivos/ids/310532-500-auto?v=638877774761370000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Vidrio Morixe 500 Ml.,,,,$ 12.100,Agregar,Precio por 1 LT $ 24.200,https://ardiaprod.vtexassets.com/arquivos/ids/355882-500-auto?v=638903296865330000&width=500&height=auto&aspect=true,2025-08-30
,,,Pep Rueditas Flamin Hot 71 Gr.,,,,$ 1.800,Agregar,"Precio por 1 Kg $ 25.352,11",https://ardiaprod.vtexassets.com/arquivos/ids/355869-500-auto?v=638903296690170000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Leudante Fortificada Blancaflor 1 Kg.,,,,$ 1.685,Agregar,Precio por 1 Kg $ 1.685,https://ardiaprod.vtexassets.com/arquivos/ids/330413-500-auto?v=638599648968930000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tallarín Don Vicente 500 Gr.,,,,$ 2.925,Agregar,Precio por 1 Kg $ 5.850,https://ardiaprod.vtexassets.com/arquivos/ids/329914-500-auto?v=638599642014570000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Extra Virgen Envase De Vidrio Dia 250 Ml.,,,,$ 5.900,Agregar,Precio por 1 LT $ 23.600,https://ardiaprod.vtexassets.com/arquivos/ids/355382-500-auto?v=638895520247200000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Girasol Dia 900 Ml.,,,,$ 2.350,Agregar,"Precio por 1 LT $ 2.611,11",https://ardiaprod.vtexassets.com/arquivos/ids/345692-500-auto?v=638745185217200000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Fina DIA 500 Gr.,,,,$ 980,Agregar,Precio por 1 Kg $ 1.960,https://ardiaprod.vtexassets.com/arquivos/ids/340472-500-auto?v=638701120445830000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Mostachol Donbernabeu 500 Gr.,,,,$ 800,Agregar,Precio por 1 Kg $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/352740-500-auto?v=638863556092400000&width=500&height=auto&aspect=true,2025-08-30
,,,Pulpa de Tomate Dia 520 Gr.,,,,$ 790,Agregar,"Precio por 1 Kg $ 1.519,23",https://ardiaprod.vtexassets.com/arquivos/ids/340325-500-auto?v=638696796072830000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Spaghetti N3 Matarazzo 500 Gr.,,,,$ 1.681,Agregar,Precio por 1 Kg $ 3.362,https://ardiaprod.vtexassets.com/arquivos/ids/308689-500-auto?v=638599347170430000&width=500&height=auto&aspect=true,2025-08-30
,,,Caramelos Mentalyptus Halls 25 Gr.,,,3 x $1900,$ 930,Agregar,Precio por 10 Gr $ 372,https://ardiaprod.vtexassets.com/arquivos/ids/355881-500-auto?v=638903296850600000&width=500&height=auto&aspect=true,2025-08-30
,,,Ketchup Natura 250 Gr.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 5.160,https://ardiaprod.vtexassets.com/arquivos/ids/338251-500-auto?v=638672607503270000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Morixe para Pizza 1 Kg.,,,,$ 1.490,Agregar,Precio por 1 Kg $ 1.490,https://ardiaprod.vtexassets.com/arquivos/ids/326070-500-auto?v=638599589765970000&width=500&height=auto&aspect=true,2025-08-30
,,,Polvo Para Postre De Vainilla Exquisita 50 Gr.,,,,$ 1.150,Agregar,Precio por 1 Kg $ 23.000,https://ardiaprod.vtexassets.com/arquivos/ids/356709-500-auto?v=638915399685200000&width=500&height=auto&aspect=true,2025-08-30
,,,Ketchup Natura 500 Gr.,,,,$ 2.535,Agregar,Precio por 1 Kg $ 5.070,https://ardiaprod.vtexassets.com/arquivos/ids/355003-500-auto?v=638889473581900000&width=500&height=auto&aspect=true,2025-08-30
,,,Lentejas Dia 400 Gr.,,,,$ 2.100,Agregar,Precio por 1 Kg $ 5.250,https://ardiaprod.vtexassets.com/arquivos/ids/344537-500-auto?v=638739136262270000&width=500&height=auto&aspect=true,2025-08-30
,,,Polvo Para Postre Sabor Chocolate Exquisita 65 Gr.,,,,$ 1.360,Agregar,"Precio por 1 Kg $ 20.923,08",https://ardiaprod.vtexassets.com/arquivos/ids/356712-500-auto?v=638915399716200000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Knorr Pizza 340 Gr.,,,,$ 1.420,Agregar,"Precio por 1 Kg $ 4.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/345029-500-auto?v=638744393454770000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostaza Natura 500 Gr.,,,,$ 1.630,Agregar,Precio por 1 Kg $ 3.260,https://ardiaprod.vtexassets.com/arquivos/ids/355005-500-auto?v=638889473605100000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite en Aerosol DIA 120 Gr.,,,,$ 3.150,Agregar,Precio por 1 Kg $ 26.250,https://ardiaprod.vtexassets.com/arquivos/ids/340470-500-auto?v=638701120418030000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostaza Doy Pack Natura 250 Gr.,,,,$ 825,Agregar,Precio por 1 Kg $ 3.300,https://ardiaprod.vtexassets.com/arquivos/ids/338249-500-auto?v=638786840898930000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Penne Rigate N45 Luchetti 500 Gr.,,,,$ 1.394,Agregar,Precio por 1 Kg $ 2.788,https://ardiaprod.vtexassets.com/arquivos/ids/308822-500-auto?v=638599348939900000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan con Cereales y Semillas Fargo 400 Gr.,,,,$ 4.805,Agregar,"Precio por 1 Kg $ 12.012,50",https://ardiaprod.vtexassets.com/arquivos/ids/355784-500-auto?v=638902433377570000&width=500&height=auto&aspect=true,2025-08-30
,,,Lomitos de Atún Al Natural Dia x 3 Ud.,,,,$ 4.990,Agregar,"Precio por 1 Kg $ 20.791,67",https://ardiaprod.vtexassets.com/arquivos/ids/356114-500-auto?v=638907617836330000&width=500&height=auto&aspect=true,2025-08-30
,,,Pepinos Castell 140 Gr.,,,,$ 5.445,Agregar,"Precio por 1 Kg $ 38.892,86",https://ardiaprod.vtexassets.com/arquivos/ids/355012-500-auto?v=638889473695400000&width=500&height=auto&aspect=true,2025-08-30
,,,Garbanzos secos remojados DIA 300 Gr.,,,,$ 790,Agregar,"Precio por 1 Kg $ 2.633,33",https://ardiaprod.vtexassets.com/arquivos/ids/340501-500-auto?v=638701120791230000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tubo Dia Sabor Original 150 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 25.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/344032-500-auto?v=638786816550900000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina de Trigo 0000 DIA 1 Kg.,,,,$ 1.050,Agregar,Precio por 1 Kg $ 1.050,https://ardiaprod.vtexassets.com/arquivos/ids/345590-500-auto?v=638745184126230000&width=500&height=auto&aspect=true,2025-08-30
,,,Rina Matarazzo Fusil Rina 500 Gr.,,,,$ 2.100,Agregar,Precio por 1 Kg $ 4.200,https://ardiaprod.vtexassets.com/arquivos/ids/354603-500-auto?v=638884499731870000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Gallo 1 Kg.,,,,$ 2.570,Agregar,Precio por 1 Kg $ 2.570,https://ardiaprod.vtexassets.com/arquivos/ids/328270-500-auto?v=638875154986570000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Knorr Pomarola Tradicional 340 Gr.,,,,$ 1.420,Agregar,"Precio por 1 Kg $ 4.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/345389-500-auto?v=638744396987970000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina De Trigo 000 Chacabuco 1 Kg.,,,,$ 895,Agregar,Precio por 1 Kg $ 895,https://ardiaprod.vtexassets.com/arquivos/ids/354618-500-auto?v=638884499952630000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite Oliva Extra Virgen Clásico Dia 500 Ml.,,,,$ 9.900,Agregar,,https://ardiaprod.vtexassets.com/arquivos/ids/349528-500-auto?v=638814432276630000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite De Coco Neutro El Cosaco 360 Gr.,,,,$ 5.500,Agregar,"Precio por 1 LT $ 15.277,78",https://ardiaprod.vtexassets.com/arquivos/ids/354604-500-auto?v=638884499747370000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Knorr Filetto 340 Gr.,,,,$ 1.420,Agregar,"Precio por 1 Kg $ 4.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/345034-500-auto?v=638744393513700000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina De Fuerza Chacabuco 1 Kg.,,,,$ 1.500,Agregar,Precio por 1 Kg $ 1.500,https://ardiaprod.vtexassets.com/arquivos/ids/355118-500-auto?v=638893886231930000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tubo Sabor Crema Y Cebolla Dia 150 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 25.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/344067-500-auto?v=638786841209970000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Caseritos Don Vicente 500 Gr.,,,,$ 2.925,Agregar,Precio por 1 Kg $ 5.850,https://ardiaprod.vtexassets.com/arquivos/ids/310527-500-auto?v=638599374180530000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Girasol Legítimo 900 Ml.,,,,$ 2.740,Agregar,"Precio por 1 LT $ 3.044,44",https://ardiaprod.vtexassets.com/arquivos/ids/356708-500-auto?v=638915399669800000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Para Pan y Pizza Sin Gluten Chacacubo 400 Gr.,,,,$ 2.680,Agregar,Precio por 1 Kg $ 6.700,https://ardiaprod.vtexassets.com/arquivos/ids/355119-500-auto?v=638893886246500000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceituna Verde Descarozada Castell 80 Gr.,,,,$ 1.720,Agregar,Precio por 1 Kg $ 21.500,https://ardiaprod.vtexassets.com/arquivos/ids/342146-500-auto?v=638708914465430000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Hamburguesa Bimbo Artesano 4 Ud.,,,,$ 3.525,Agregar,"Precio por 1 Kg $ 14.687,50",https://ardiaprod.vtexassets.com/arquivos/ids/354727-500-auto?v=638887748710700000&width=500&height=auto&aspect=true,2025-08-30
,,,Pudding Con Dulce De Leche Dia 310 Gr.,,,,$ 3.190,Agregar,"Precio por 1 Kg $ 10.290,32",https://ardiaprod.vtexassets.com/arquivos/ids/354661-500-auto?v=638885152462530000&width=500&height=auto&aspect=true,2025-08-30
,,,Pudding De Chocolate Dia 300 Gr.,,,,$ 3.190,Agregar,"Precio por 1 Kg $ 10.633,33",https://ardiaprod.vtexassets.com/arquivos/ids/354649-500-auto?v=638885152344530000&width=500&height=auto&aspect=true,2025-08-30
,,,Pudding Limon Amapola Dia 290 Gr.,,,,$ 3.190,Agregar,Precio por 1 Kg $ 11.000,https://ardiaprod.vtexassets.com/arquivos/ids/354657-500-auto?v=638885152426930000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tallarin La Morocha 500 Gr.,,,,$ 1.390,Agregar,Precio por 1 Kg $ 2.780,https://ardiaprod.vtexassets.com/arquivos/ids/354599-500-auto?v=638884499668570000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa De Caramelo Li Lapar 200 Gr.,,,,$ 1.785,Agregar,Precio por 1 Kg $ 8.925,https://ardiaprod.vtexassets.com/arquivos/ids/354602-500-auto?v=638884499713600000&width=500&height=auto&aspect=true,2025-08-30
,,,Pudding Con Frutos Secos Dia 320 Gr.,,,,$ 3.190,Agregar,"Precio por 1 Kg $ 9.968,75",https://ardiaprod.vtexassets.com/arquivos/ids/354653-500-auto?v=638885152383030000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré de Tomate Salsati 520 Gr.,,,,$ 1.155,Agregar,"Precio por 1 Kg $ 2.221,15",https://ardiaprod.vtexassets.com/arquivos/ids/308414-500-auto?v=638786811982300000&width=500&height=auto&aspect=true,2025-08-30
,,,Lomitos de Atún en Aceite Dia 354 Gr.,,,,$ 4.980,Agregar,"Precio por 1 Kg $ 14.067,80",https://ardiaprod.vtexassets.com/arquivos/ids/356080-500-auto?v=638907617481330000&width=500&height=auto&aspect=true,2025-08-30
,,,Spaghe Hierro Sin Tacc Matarazzo 500 Gr.,,,,$ 4.135,Agregar,Precio por 1 Kg $ 8.270,https://ardiaprod.vtexassets.com/arquivos/ids/354209-500-auto?v=638881702970100000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Relleno Con Dulce De Leche Arbanit Fellow 50 Gr.,,,,$ 1.800,Agregar,Precio por 1 Kg $ 36.000,https://ardiaprod.vtexassets.com/arquivos/ids/354234-500-auto?v=638881703309200000&width=500&height=auto&aspect=true,2025-08-30
,,,Tomate Triturado Don Francisco En Botella 950 Gr.,,,,$ 2.405,Agregar,"Precio por 1 Kg $ 2.531,58",https://ardiaprod.vtexassets.com/arquivos/ids/312386-500-auto?v=638599399747930000&width=500&height=auto&aspect=true,2025-08-30
,,,Tortillas Clásicas Rapiditas 10 Ud.,,,,$ 3.410,Agregar,Precio por 1 Kg $ 12.400,https://ardiaprod.vtexassets.com/arquivos/ids/354716-500-auto?v=638887748595130000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Spaghetti Don Bernabeu 500 Gr.,,,,$ 800,Agregar,Precio por 1 Kg $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/330577-500-auto?v=638786853515200000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Molinos Ala 500 Gr.,,,,$ 889,Agregar,Precio por 1 Kg $ 1.778,https://ardiaprod.vtexassets.com/arquivos/ids/332875-500-auto?v=638619044241470000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Molinos Ala Doble Carolina 1 Kg.,,,,$ 3.350,Agregar,Precio por 1 Kg $ 3.350,https://ardiaprod.vtexassets.com/arquivos/ids/311810-500-auto?v=638786816326330000&width=500&height=auto&aspect=true,2025-08-30
,,,Arvejas Secas Remojadas Dia 340 Gr.,,,,$ 750,Agregar,"Precio por 1 Kg $ 2.205,88",https://ardiaprod.vtexassets.com/arquivos/ids/350398-500-auto?v=638822944381630000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Integral Dia 1 Kg.,,,,$ 1.320,Agregar,Precio por KG $ 1.320,https://ardiaprod.vtexassets.com/arquivos/ids/340898-500-auto?v=638706306058200000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Leudante Morixe 1 Kg.,,,,$ 1.560,Agregar,Precio por 1 Kg $ 1.560,https://ardiaprod.vtexassets.com/arquivos/ids/331556-500-auto?v=638605215327770000&width=500&height=auto&aspect=true,2025-08-30
,,,Esencia de Vainilla Dia 110 Ml.,,,,$ 990,Agregar,Precio por 1 Kg $ 9.000,https://ardiaprod.vtexassets.com/arquivos/ids/340961-500-auto?v=638706306806300000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina 000 con Vitaminas Favorita 1 Kg.,,,,$ 959,Agregar,Precio por 1 Kg $ 959,https://ardiaprod.vtexassets.com/arquivos/ids/330416-500-auto?v=638599649007500000&width=500&height=auto&aspect=true,2025-08-30
,,,Tomate Triturado Fares 970 Gr.,,,,$ 2.165,Agregar,"Precio por 1 Kg $ 2.231,96",https://ardiaprod.vtexassets.com/arquivos/ids/350760-500-auto?v=638828993140770000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Clásica Hellmanns Sin Tacc Doypack 237 Gr.,,,,$ 1.425,Agregar,"Precio por 1 Kg $ 6.012,66",https://ardiaprod.vtexassets.com/arquivos/ids/345109-500-auto?v=638744394224000000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Leudante DIA 1 Kg.,,,,$ 1.280,Agregar,Precio por 1 Kg $ 1.280,https://ardiaprod.vtexassets.com/arquivos/ids/345593-500-auto?v=638745184158900000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Seleccion Gallo 500 Gr.,,,,$ 1.345,Agregar,Precio por 1 Kg $ 2.690,https://ardiaprod.vtexassets.com/arquivos/ids/330433-500-auto?v=638875156820800000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Girasol Cocinero 900 Ml.,,,,$ 2.850,Agregar,"Precio por 1 LT $ 3.166,67",https://ardiaprod.vtexassets.com/arquivos/ids/309102-500-auto?v=638778393633370000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Hamburguesa con Sésamo 240 Gr.,,,,$ 1.590,Agregar,Precio por 1 Kg $ 6.625,https://ardiaprod.vtexassets.com/arquivos/ids/319288-500-auto?v=638599501676400000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Luchetti 1 Kg.,,,,$ 1.850,Agregar,Precio por 1 Kg $ 1.850.000,https://ardiaprod.vtexassets.com/arquivos/ids/329828-500-auto?v=638875151722800000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Cabello De Angel Dia 500 Gr.,,,,$ 1.795,Agregar,Precio por 1 Kg $ 3.590,https://ardiaprod.vtexassets.com/arquivos/ids/353600-500-auto?v=638871333657930000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Bolsa Luchetti 500 Gr.,,,,$ 1.135,Agregar,Precio por 1 Kg $ 2.270,https://ardiaprod.vtexassets.com/arquivos/ids/329619-500-auto?v=638875154112600000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tallarín Favorita 500 Gr.,,,,$ 965,Agregar,Precio por 1 Kg $ 1.930,https://ardiaprod.vtexassets.com/arquivos/ids/356127-500-auto?v=638907617979970000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tallarin Don Bernabeu 500 Gr.,,,,$ 800,Agregar,Precio por 1 Kg $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/330576-500-auto?v=638786853429000000&width=500&height=auto&aspect=true,2025-08-30
,,,Caramelos Halls Cherry 25 Gr.,,,3 x $1900,$ 930,Agregar,"Precio por 10 Gr $ 369,05",https://ardiaprod.vtexassets.com/arquivos/ids/356132-500-auto?v=638907618046430000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Molinos Ala Integral 1 Kg.,,,,$ 2.320,Agregar,Precio por 1 Kg $ 2.320,https://ardiaprod.vtexassets.com/arquivos/ids/320054-500-auto?v=638786846905200000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Morixe para Arepas 1 Kg.,,,,$ 3.170,Agregar,Precio por 1 Kg $ 3.170,https://ardiaprod.vtexassets.com/arquivos/ids/319776-500-auto?v=638599508603970000&width=500&height=auto&aspect=true,2025-08-30
